H (A/m),T (K),File,cluster_ae,cluster_vae
302394.391709985,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0039.vti,2,0
310352.1388602477,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0040.vti,2,0
318309.8860105106,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0041.vti,2,0
326267.6331607733,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0042.vti,2,0
334225.380311036,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0043.vti,2,0
342183.1274612988,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0044.vti,2,0
350140.8746115616,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0045.vti,2,0
358098.6217618244,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0046.vti,2,0
366056.3689120871,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0047.vti,2,0
374014.1160623499,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0048.vti,2,0
381971.8632126126,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0049.vti,2,0
389929.6103628754,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0050.vti,2,0
397887.3575131382,1140.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1140.0/fields_0051.vti,2,0
0.0,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0001.vti,4,3
7957.747150262763,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0002.vti,4,3
15915.49430052553,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0003.vti,4,3
23873.24145078829,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0004.vti,4,3
31830.98860105105,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0005.vti,4,3
39788.73575131382,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0006.vti,4,3
47746.48290157657,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0007.vti,4,3
55704.23005183935,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0008.vti,4,3
63661.97720210211,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0009.vti,4,3
71619.72435236486,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0010.vti,4,3
79577.47150262764,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0011.vti,4,3
87535.2186528904,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0012.vti,4,3
95492.96580315314,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0013.vti,4,3
103450.7129534159,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0014.vti,4,3
111408.4601036787,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0015.vti,4,3
119366.2072539414,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0016.vti,4,3
127323.9544042042,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0017.vti,4,3
135281.701554467,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0018.vti,4,3
143239.4487047297,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0019.vti,1,4
151197.1958549925,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0020.vti,1,4
159154.9430052553,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0021.vti,1,4
167112.690155518,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0022.vti,1,4
175070.4373057808,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0023.vti,1,4
183028.1844560436,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0024.vti,1,4
190985.9316063063,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0025.vti,1,4
198943.6787565691,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0026.vti,1,4
206901.4259068318,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0027.vti,1,4
214859.1730570946,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0028.vti,1,4
222816.9202073574,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0029.vti,1,4
230774.6673576201,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0030.vti,5,0
238732.4145078829,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0031.vti,5,0
246690.1616581456,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0032.vti,5,0
254647.9088084084,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0033.vti,5,0
262605.6559586712,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0034.vti,5,0
270563.4031089339,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0035.vti,5,0
278521.1502591967,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0036.vti,5,0
286478.8974094595,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0037.vti,5,0
294436.6445597222,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0038.vti,5,0
302394.391709985,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0039.vti,5,0
310352.1388602477,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0040.vti,5,0
318309.8860105106,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0041.vti,5,0
326267.6331607733,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0042.vti,5,0
334225.380311036,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0043.vti,5,0
342183.1274612988,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0044.vti,5,0
350140.8746115616,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0045.vti,5,0
358098.6217618244,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0046.vti,5,0
366056.3689120871,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0047.vti,5,0
374014.1160623499,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0048.vti,5,0
381971.8632126126,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0049.vti,5,0
389929.6103628754,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0050.vti,5,0
397887.3575131382,1860.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1860.0/fields_0051.vti,5,0
0.0,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0001.vti,4,3
7957.747150262763,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0002.vti,4,3
15915.49430052553,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0003.vti,4,3
23873.24145078829,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0004.vti,4,3
31830.98860105105,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0005.vti,4,3
39788.73575131382,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0006.vti,4,3
47746.48290157657,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0007.vti,4,3
55704.23005183935,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0008.vti,4,3
63661.97720210211,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0009.vti,4,3
71619.72435236486,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0010.vti,4,3
79577.47150262764,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0011.vti,4,3
87535.2186528904,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0012.vti,4,3
95492.96580315314,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0013.vti,4,3
103450.7129534159,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0014.vti,4,3
111408.4601036787,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0015.vti,4,3
119366.2072539414,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0016.vti,4,3
127323.9544042042,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0017.vti,4,3
135281.701554467,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0018.vti,4,3
143239.4487047297,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0019.vti,4,3
151197.1958549925,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0020.vti,4,4
159154.9430052553,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0021.vti,4,4
167112.690155518,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0022.vti,4,4
175070.4373057808,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0023.vti,1,4
183028.1844560436,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0024.vti,1,4
190985.9316063063,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0025.vti,1,4
198943.6787565691,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0026.vti,1,4
206901.4259068318,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0027.vti,1,4
214859.1730570946,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0028.vti,1,4
222816.9202073574,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0029.vti,1,4
230774.6673576201,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0030.vti,1,4
238732.4145078829,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0031.vti,1,4
246690.1616581456,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0032.vti,1,4
254647.9088084084,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0033.vti,1,0
262605.6559586712,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0034.vti,2,0
270563.4031089339,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0035.vti,2,0
278521.1502591967,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0036.vti,2,0
286478.8974094595,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0037.vti,2,0
294436.6445597222,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0038.vti,2,0
302394.391709985,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0039.vti,2,0
310352.1388602477,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0040.vti,2,0
318309.8860105106,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0041.vti,2,0
326267.6331607733,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0042.vti,2,0
334225.380311036,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0043.vti,2,0
342183.1274612988,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0044.vti,2,0
350140.8746115616,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0045.vti,2,0
358098.6217618244,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0046.vti,2,0
366056.3689120871,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0047.vti,2,0
374014.1160623499,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0048.vti,2,0
381971.8632126126,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0049.vti,2,0
389929.6103628754,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0050.vti,2,0
397887.3575131382,1020.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1020.0/fields_0051.vti,2,0
0.0,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0001.vti,4,3
7957.747150262763,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0002.vti,4,3
15915.49430052553,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0003.vti,4,3
23873.24145078829,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0004.vti,4,3
31830.98860105105,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0005.vti,4,3
39788.73575131382,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0006.vti,4,3
47746.48290157657,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0007.vti,4,3
55704.23005183935,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0008.vti,4,3
63661.97720210211,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0009.vti,4,3
71619.72435236486,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0010.vti,4,3
79577.47150262764,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0011.vti,4,3
87535.2186528904,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0012.vti,4,3
95492.96580315314,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0013.vti,4,3
103450.7129534159,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0014.vti,4,3
111408.4601036787,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0015.vti,4,3
119366.2072539414,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0016.vti,4,3
127323.9544042042,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0017.vti,4,3
135281.701554467,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0018.vti,4,3
143239.4487047297,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0019.vti,1,3
151197.1958549925,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0020.vti,1,3
159154.9430052553,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0021.vti,1,3
167112.690155518,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0022.vti,1,3
175070.4373057808,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0023.vti,1,3
183028.1844560436,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0024.vti,1,3
190985.9316063063,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0025.vti,1,3
198943.6787565691,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0026.vti,1,4
206901.4259068318,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0027.vti,1,4
214859.1730570946,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0028.vti,1,4
222816.9202073574,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0029.vti,1,4
230774.6673576201,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0030.vti,2,4
238732.4145078829,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0031.vti,2,0
246690.1616581456,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0032.vti,2,0
254647.9088084084,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0033.vti,5,0
262605.6559586712,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0034.vti,5,0
270563.4031089339,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0035.vti,5,0
278521.1502591967,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0036.vti,5,0
286478.8974094595,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0037.vti,5,0
294436.6445597222,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0038.vti,5,0
302394.391709985,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0039.vti,5,0
310352.1388602477,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0040.vti,5,0
318309.8860105106,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0041.vti,5,0
326267.6331607733,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0042.vti,5,0
334225.380311036,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0043.vti,5,0
342183.1274612988,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0044.vti,5,0
350140.8746115616,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0045.vti,5,0
358098.6217618244,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0046.vti,5,0
366056.3689120871,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0047.vti,5,0
374014.1160623499,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0048.vti,5,0
381971.8632126126,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0049.vti,5,0
389929.6103628754,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0050.vti,5,0
397887.3575131382,1560.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_1560.0/fields_0051.vti,5,0
0.0,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0001.vti,4,3
7957.747150262763,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0002.vti,4,3
15915.49430052553,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0003.vti,4,3
23873.24145078829,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0004.vti,4,3
31830.98860105105,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0005.vti,4,3
39788.73575131382,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0006.vti,4,3
47746.48290157657,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0007.vti,4,3
55704.23005183935,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0008.vti,4,3
63661.97720210211,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0009.vti,4,3
71619.72435236486,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0010.vti,4,3
79577.47150262764,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0011.vti,4,3
87535.2186528904,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0012.vti,4,3
95492.96580315314,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0013.vti,4,3
103450.7129534159,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0014.vti,4,3
111408.4601036787,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0015.vti,4,3
119366.2072539414,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0016.vti,4,3
127323.9544042042,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0017.vti,4,3
135281.701554467,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0018.vti,4,3
143239.4487047297,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0019.vti,4,3
151197.1958549925,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0020.vti,4,3
159154.9430052553,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0021.vti,4,3
167112.690155518,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0022.vti,4,3
175070.4373057808,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0023.vti,4,3
183028.1844560436,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0024.vti,4,4
190985.9316063063,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0025.vti,4,4
198943.6787565691,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0026.vti,1,4
206901.4259068318,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0027.vti,1,4
214859.1730570946,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0028.vti,1,4
222816.9202073574,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0029.vti,1,4
230774.6673576201,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0030.vti,1,4
238732.4145078829,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0031.vti,1,4
246690.1616581456,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0032.vti,1,4
254647.9088084084,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0033.vti,1,4
262605.6559586712,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0034.vti,1,4
270563.4031089339,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0035.vti,1,4
278521.1502591967,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0036.vti,1,4
286478.8974094595,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0037.vti,1,4
294436.6445597222,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0038.vti,1,4
302394.391709985,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0039.vti,2,4
310352.1388602477,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0040.vti,2,4
318309.8860105106,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0041.vti,2,4
326267.6331607733,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0042.vti,2,4
334225.380311036,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0043.vti,2,4
342183.1274612988,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0044.vti,2,4
350140.8746115616,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0045.vti,2,4
358098.6217618244,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0046.vti,2,4
366056.3689120871,300.0,/scratch/holtsamu/fege_phase_diagram/temperature_field_diagram/data/data_300.0/fields_0047.vti,2,4
